"";"address";"city";"country";"name";"province";"reviews.date";"reviews.text";"reviews.title";"reviews.username";"cleaned";"document";"positive";"negative";"tflabel";"tf_idf_positive";"tf_idf_negative";"label_tf_idf";"comparison";"deg_of_sentiment";"rating"
"16268";"102 Avenue Victor Hugo";"Irving";"US";"Melia Paris Champs-elys��es";"TX";2016-10-24;"Hotel is very well located, in a beautiful area of Paris. You can go on foot to a wide range of restaurants, wine shops, supermarkets etc. In a 15/20 minute walk, you get to the OECD. You can also walk to Champs Elysees. Breakfast is very good. Room and bathroom are very small, but this is very common for hotels in that area of Paris.";"Great location, good hotel";"A Traveler";" hotel good locate beautiful area paris can go foot wide range restaurant wine shop supermarket etc minute walk get oecd can also walk champ elysees breakfast good room bathroom small common hotel area paris great location good hotel";"text596";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"16315";"131 E Mccullough Dr";"Charlotte";"US";"Country Inn and Suites By Carlson Charlotte University Place";"NC";2016-06-04;"We had a relaxing night. Wish the pool wouldnt have been so cold. The room was clean and comfortable. The bed was very comfortable. We enjoyed our stay.";"Nice comfortable room.";"Maria";" relax night wish pool wouldnt cold room clean comfortable bed comfortable enjoy stay nice comfortable room";"text600";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"16691";"5317 Pratt Rd";"Knoxville";"US";"Best Western Knoxville Suites";"TN";2016-06-17;"Good size suit for the 6 of us. Not a lot of extra space for walking around the room or to put a pack and play. The tv was in the center of the room so the other queen bed couldn't see the tv that well. It was clean, quiet, and pet friendly. The breakfast was standard with decent coffee. I would stay there again. The staff was accommodating and friendly.";"cant be perfect every time";"Shannon";" good size suit us lot extra space walk around room put pack play tv center room queen bed see tv good clean quiet pet friendly breakfast standard decent coffee stay staff accommodate friendly cant perfect every time";"text625";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"16833";"190 El Camino Real";"San Bruno";"US";"Hotel Aura Sfo";"CA";2016-07-04;"The gentleman at the front desk was very helpful. He helped three of us with early flights snag a bit of breakfast at 4 a.m. from the kitchen area. A nice perk. Otherwise quite ok for a night's sleep. My west facing room did not have curtains to block the sun. Next time I'll get an easy facing room if I need to get to sleep early.";"Good value compared to nearby lodging";"astrid N.";" gentleman front desk helpful help three us early flight snag bite breakfast kitchen area nice perk otherwise quite okay nights sleep west face room curtain block sun next time get easy face room need get sleep early good value compare nearby lodge";"text638";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"17442";"1725 Long Beach Blvd";"Long Beach";"US";"Best Western of Long Beach";"CA";2016-08-20;"The area is not so good but you can drive literally a few blocks down to be in a better area. The hotel was clean and the staff was friendly. They accommodated an early check in for me, which I appreciated. All in all, good deal for the price.";"Good deal for the price";"Katherine";" area good can drive literally block good area hotel clean staff friendly accommodate early check appreciate good deal price good deal price";"text671";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"17457";"1725 Long Beach Blvd";"Long Beach";"US";"Best Western of Long Beach";"CA";2014-03-16;"Wow great service and imagine my surprise when checking in and was told I got a free upgrade to a suite! GREAT way to start vacation ! Thank you BW";"Except for the elevator, which should be fixed by now.";"Ron Lowers";" wow great service imagine surprise check tell get free upgrade suite great way start vacation thank bw except elevator fix now";"text673";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"17516";"1725 Long Beach Blvd";"Long Beach";"US";"Best Western of Long Beach";"CA";2015-08-08;"This property is an excellent hotel for my family. The location is easy to find right off the freeway exit and very close to the cruise terminal. Staff are friendly and room is clean. Plenty of breakfast food. We will definitely come back.";"Perfect Place, Near Cruise Terminal";"Helen S";" property excellent hotel family location easy find right freeway exit close cruise terminal staff friendly room clean plenty breakfast food definitely come back perfect place near cruise terminal";"text677";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"17564";"1725 Long Beach Blvd";"Long Beach";"US";"Best Western of Long Beach";"CA";2016-06-01;"I was happy with the value / price point on the BWLB. EXCEPT for E, the staff was super friendly and sweet. My son left his dress pants in the room, and E was really unprofessional about helping us find them. When we called back in the morning, the person on the desk dropped what she was doing, went to... More";"Experience very positive EXCEPT";"SpentaArmaiti";" happy value price point bwlb except e staff super friendly sweet son leave dress pant room e really unprofessional help us find call back morning person desk drop go much experience positive except";"text682";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"18310";"1305 Lowell Ave";"Park City";"US";"Marriott's Mountainside At Park City";"UT";2014-04-18;"Perfect for a ski weekend! We literally walked right out of the hotel with our boots on clicked in and were in the slop! It was fantastic! The room was perfect with a kitchenette and a incredible view! Lots of activities for all ages! The pool was heated and the many hot tubs nestled in the rocks were awesome at night! We love it here and we will deffinitly be back!";"Charming Mountain Getaway";"Cortney";" perfect ski weekend literally walk right hotel boot click slop fantastic room perfect kitchenette incredible view lot activity age pool heat many hot tub nestle rock awesome night love deffinitly back charm mountain getaway";"text711";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"18312";"1305 Lowell Ave";"Park City";"US";"Marriott's Mountainside At Park City";"UT";2014-07-09;"We had the 2 bedroom villa was perfect for a family of 4! Clean and roomy. The kids had a great time in the village area with all the summer fun activities and chair lifts all in walking. The hot tubs were great and it was nice to have the different things they offered for families - firepits, bbq grills, dutch oven rentals, smores supplies, movies, kids club.";"Great for families";"JM";" bedroom villa perfect family clean roomy kid great time village area summer fun activity chair lift walk hot tub great nice different thing offer family firepits bbq grill dutch oven rental smores supply movie kid club great family";"text712";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"18480";"3083 Carman Rd";"Schenectady";"US";"Super 8 Schenect/albany Area";"NY";2015-08-06;"Quite reasonable price for a clean and pleasantly decorated room. Not too far from Union College. Arrived at 2:00 a.m. and person behind the counter was still welcoming. I would definitely stay there again. On the downside: the hallways could use an update, the buffet breakfast included nothing healthy (and noticeably, no fruit), even the orange juice dispenser was not working, the sink in the bathroom was clean but was showing noticeable wear and tear. As an aside, needed to call the front desk to figure out how to make the tub shift from bathtub to shower since it was not intuitively obvious. As a forewarning for anyone who might care, our room was definitely on the small side with only 2 full size beds rather than queen beds as is more typical in most hotels.";"Reasonable price for a pleasant room";"A Traveler";" quite reasonable price clean pleasantly decorate room far union college arrive person behind counter still welcome definitely stay downside hallway can use update buffet breakfast include nothing healthy noticeably fruit even orange juice dispenser work sink bathroom clean show noticeable wear tear aside need call front desk figure make tub shift bathtub shower since intuitively obvious forewarn anyone may care room definitely small side full size bed rather queen bed much typical much hotel reasonable price pleasant room";"text715";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"18869";"3900 N Gateway Dr";"Appleton";"US";"Americinn Lodge & Suites Appleton";"WI";2015-07-08;"Good price and location. Convenient to Soccer Complex, Mall, and Field of Scenes Drive-In Movies in Freedom. Bed was comfortable. Pillows were relatively flat. Good selection of average food on the breakfast.";"Good Value";"Driver88";" good price location convenient soccer complex mall field scene drive movie freedom bed comfortable pillow relatively flat good selection average food breakfast good value";"text721";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"19047";"5995 Cattleridge Blvd";"Sarasota";"US";"Hampton Inn Sarasota - I-75 Bee Ridge";"FL";2015-05-30;"very good hotel with a great location. We were able to eat at the Millers Ale House in front of the hotel a couple of times, and then get on and off I75 very easily. the hotel has a nice pool area and it stays open until 10pm, everything about the hotel was very friendly";"great location";"Jeff M";" good hotel great location able eat miller ale house front hotel couple time get i easily hotel nice pool area stay open pm everything hotel friendly great location";"text732";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
"19276";"Carr Federal 307 Chet Pto Juarez";"Mont Belvieu";"US";"Excellence Riviera Cancun - Adults Only - All Inclusive";"TX";2016-04-27;"We were there from April 17-22. The weather was absolutely perfect. This place is great. Loved the martini and coffee bar. Couldn't ask for better service. There is seaweed but they work hard to keep it cleaned... wouldn't say it impacted our trip. Would absolutely stay here again. Probably the only thing I would change would be more activities on the beach... Soccer, games, etc.";"Beautiful place, excellent staff";"Rick";" april weather absolutely perfect place great love martini coffee bar ask good service seaweed work hard keep clean say impact trip absolutely stay probably thing change much activity beach soccer game etc beautiful place excellent staff";"text737";6;0;"positive";0,29970756607971;0;"positive";"same";0,29970756607971;"5"
